timestamp,mid_price,book_imbalance,book_delta_v1,book_delta_v5
2024/05/01 1:16,87497500.0,-0.3170416760383022,0.0,-25000.0
2024/05/01 1:17,87371500.0,-0.9659051008791819,0.0,-17000.0
2024/05/01 1:18,87236000.0,0.5518110447220238,0.0,-82000.0
2024/05/01 1:19,87289500.0,0.7442476669595036,0.0,-26000.0
2024/05/01 1:20,87420000.0,0.38611395729852016,0.0,-3000.0
2024/05/01 1:21,87479000.0,-0.3803778672797226,0.0,-49000.0
2024/05/01 1:22,87321000.0,0.44185484724845603,0.0,-64000.0
2024/05/01 1:23,87337000.0,-0.7404583579430483,0.0,0.0
2024/05/01 1:24,87288000.0,-0.87720511721541,0.0,-10000.0
2024/05/01 1:25,87252000.0,0.3213921348772274,0.0,-49000.0
2024/05/01 1:26,87211500.0,-0.042841192392627,0.0,-34000.0
2024/05/01 1:27,87212000.0,-0.7740365502669982,0.0,-36000.0
2024/05/01 1:28,87198500.0,-0.7140846205136376,0.0,-14000.0
2024/05/01 1:29,87146000.0,-0.36637893671952737,0.0,-6000.0
2024/05/01 1:30,87146500.0,-0.8847658340027945,0.0,-12000.0
2024/05/01 1:31,87092500.0,-0.7206779239943157,0.0,-3000.0
2024/05/01 1:32,87115000.0,0.12904826250586943,0.0,-13000.0
2024/05/01 1:33,87104500.0,0.4449762566558295,0.0,-2000.0
2024/05/01 1:34,87070000.0,0.43084518859816395,0.0,-6000.0
2024/05/01 1:35,87128000.0,-0.09499892648722423,0.0,-48000.0
2024/05/01 1:36,87202000.0,0.9890353441333807,0.0,-23000.0
2024/05/01 1:37,87255500.0,0.8427247292977664,0.0,0.0
2024/05/01 1:38,87323000.0,-0.7722372538400545,0.0,-3000.0
2024/05/01 1:39,87320500.0,-0.7612127799884724,0.0,-24000.0
2024/05/01 1:40,87307500.0,0.1743783570916022,0.0,-7000.0
2024/05/01 1:41,87310500.0,0.969850545041688,0.0,0.0
2024/05/01 1:42,87293000.0,0.6937265050380378,0.0,-1000.0
2024/05/01 1:43,87250500.0,0.15451570293232822,0.0,-25000.0
2024/05/01 1:44,87169500.0,-0.4805223065998725,0.0,-21000.0
2024/05/01 1:45,87173500.0,0.6447375120310634,0.0,-63000.0
2024/05/01 1:46,87216000.0,-0.9462735652278731,0.0,-7000.0
2024/05/01 1:47,87174500.0,-0.9736714646455776,0.0,-17000.0
2024/05/01 1:48,87207000.0,-0.3703971363359855,0.0,-64000.0
2024/05/01 1:49,87204500.0,0.861889505474667,0.0,-24000.0
2024/05/01 1:50,87214000.0,-0.10312206376256444,0.0,-17000.0
2024/05/01 1:51,87225500.0,-0.8029551246450382,0.0,0.0
2024/05/01 1:52,87265000.0,0.330002513179578,0.0,-14000.0
2024/05/01 1:53,87282000.0,0.8316281209663455,0.0,-14000.0
2024/05/01 1:54,87212000.0,0.8988033777143268,0.0,-5000.0
2024/05/01 1:55,87101500.0,-0.9644570673729796,0.0,-23000.0
2024/05/01 1:56,87063500.0,-0.2992449439308022,0.0,-2000.0
2024/05/01 1:57,87090000.0,0.0038550955842580974,0.0,-1000.0
2024/05/01 1:58,87076500.0,-0.8512107140697498,0.0,-7000.0
2024/05/01 1:59,87063000.0,0.579711469092147,0.0,-8000.0
2024/05/01 2:00,87036000.0,-0.9555689649875908,0.0,-1000.0
2024/05/01 2:01,87105500.0,0.6654294793785721,0.0,-30000.0
2024/05/01 2:02,87163500.0,-0.6211035661790071,0.0,-3000.0
2024/05/01 2:03,87177000.0,0.5983923438068919,0.0,0.0
2024/05/01 2:04,87159500.0,-0.8269875137707964,0.0,0.0
2024/05/01 2:05,87089500.0,-0.8797420897123895,0.0,-2000.0
2024/05/01 2:06,87091000.0,-0.1231031033213336,0.0,-17000.0
2024/05/01 2:07,87140000.0,-0.9841516660953042,0.0,-61000.0
2024/05/01 2:08,87106500.0,0.6503028986274989,0.0,-1000.0
2024/05/01 2:09,87092500.0,0.11833031186314304,0.0,-3000.0
2024/05/01 2:10,87058000.0,-0.9128749825265953,0.0,-1000.0
2024/05/01 2:11,87050000.0,-0.5502120601777087,0.0,-1000.0
2024/05/01 2:12,87027500.0,-0.3413548170599306,0.0,-3000.0
2024/05/01 2:13,87003000.0,-0.8551075092929935,0.0,-3000.0
2024/05/01 2:14,87013500.0,-0.7422981414784163,0.0,-23000.0
2024/05/01 2:15,87003000.0,0.09947922559581071,0.0,-2000.0
2024/05/01 2:16,87001000.0,0.9884050606822768,0.0,-1000.0
